section,symbol_type,symbol,size_bytes,vma,runtime_region,lma,load_region
.bss,OBJECT,gTuneFilter,1,0x2000135D,?,-,-
.data,OBJECT,simpleProfilechar2UUID,2,0x200011EC,?,0x00016608,?
.text,FUNC,ATT_WriteRsp,12,0x00003ECA,?,0x00003ECA,?
.text,FUNC,ll_connect_init_dataLen,96,0x0000B7F8,?,0x0000B7F8,?
.text,FUNC,LL_AdvertiseEnalbe,94,0x0000B700,?,0x0000B700,?
.text,FUNC,TMOS_TimerSet,50,0x000031F8,?,0x000031F8,?
.text,FUNC,smPairingSendSingingInfo,16,0x00009D0C,?,0x00009D0C,?
.text,FUNC,LL_ReadBDAddr,34,0x0000F72E,?,0x0000F72E,?
.text,FUNC,_read_r,46,0x000144FC,?,0x000144FC,?
.text,FUNC,llAdvertiseTimeout,62,0x0000B6BC,?,0x0000B6BC,?
.text,FUNC,HOST_LE_ReadRemoteUsedFeaturesCompleteEvent,98,0x0000AA12,?,0x0000AA12,?
.highcode,FUNC,FLASH_ROM_BEG,20,0x20000C56,?,0x00000C5A,?
.text,FUNC,gattSendFlowCtrlEvt,44,0x00005AFA,?,0x00005AFA,?
.text,FUNC,ATT_ErrorRsp,16,0x00003B1A,?,0x00003B1A,?
.text,FUNC,tmos_snv_notify,84,0x000035D4,?,0x000035D4,?
.bss,OBJECT,linkDB,4,0x2000131C,?,-,-
.text,FUNC,linkDB_GetPairingParam,62,0x00008DB6,?,0x00008DB6,?
.text,FUNC,ATT_ReadByTypeRsp,64,0x00003D52,?,0x00003D52,?
.data,OBJECT,g_mpu,20,0x200010AC,?,0x000164C8,?
.text,FUNC,ATT_BuildExchangeMTURsp,14,0x00003B2A,?,0x00003B2A,?
.text,FUNC,Peripheral_ProcessEvent,320,0x0000215C,?,0x0000215C,?
.text,FUNC,GAPRole_TerminateLink,34,0x00012188,?,0x00012188,?
.text,FUNC,SM_StartPairing,160,0x00009728,?,0x00009728,?
.text,FUNC,gattServApp_ProcessFindByTypeValueReq,388,0x0000732E,?,0x0000732E,?
.data,OBJECT,appearanceUUID,2,0x20001204,?,0x00016620,?
.text,FUNC,tmos_snv_compact,4,0x00003866,?,0x00003866,?
.text,FUNC,smpBuildIdentityAddrInfo,54,0x00009B52,?,0x00009B52,?
.text,FUNC,GAP_PeriConnRegister,42,0x000057FE,?,0x000057FE,?
.highcode,FUNC,FLASH_CMD_ROM_ERASE,114,0x20000DAA,?,0x00000DAE,?
.text,FUNC,__adddf3,1406,0x00012660,?,0x00012660,?
.text,FUNC,GAPRole_ParamInit,66,0x00011EC2,?,0x00011EC2,?
.text,FUNC,gapIncSignCounter,34,0x0000433A,?,0x0000433A,?
.bss,OBJECT,tmosSign,1,0x20001354,?,-,-
.text,FUNC,LL_SendAck,22,0x0000CD08,?,0x0000CD08,?
.text,FUNC,MPU6050_Callback,2,0x00001E74,?,0x00001E74,?
.text,FUNC,gapSendLinkUpdateEvent,156,0x00004744,?,0x00004744,?
.bss,OBJECT,gapRole_OldSRK,16,0x200024F4,?,-,-
.text,FUNC,ATT_ParamInit,10,0x00003880,?,0x00003880,?
.text,FUNC,sm_xor,32,0x0000A5AE,?,0x0000A5AE,?
.text,FUNC,_isatty,12,0x0001459E,?,0x0001459E,?
.text,FUNC,HOST_RecvDataPackets,518,0x0000AE44,?,0x0000AE44,?
.text,FUNC,GATT_ProcessEvent,338,0x00005DBE,?,0x00005DBE,?
.highcode,FUNC,FLASH_ROM_ADDR,72,0x20000C94,?,0x00000C98,?
.text,FUNC,GAP_PeriDevMgrInit,46,0x000059FC,?,0x000059FC,?
.text,FUNC,sendTerminateEvent,94,0x00004024,?,0x00004024,?
.bss,OBJECT,pEstLink,4,0x200012B4,?,-,-
.text,FUNC,__udivdi3,750,0x00012372,?,0x00012372,?
.text,FUNC,GAP_TerminateLinkReq,90,0x00004E10,?,0x00004E10,?
.bss,OBJECT,llRecvDataDisable,4,0x20001334,?,-,-
.text,FUNC,__floatunsidf,60,0x00013588,?,0x00013588,?
.text,FUNC,LL_LtkReqReply,216,0x0000F910,?,0x0000F910,?
.text,FUNC,_sbrk,44,0x00001B56,?,0x00001B56,?
.bss,OBJECT,gapRole_MinConnInterval,2,0x200013BE,?,-,-
.text,FUNC,l2capFreePendingPkt,82,0x00007FA8,?,0x00007FA8,?
.bss,OBJECT,halTaskID,1,0x20001258,?,-,-
.text,FUNC,GAP_PasscodeUpdate,80,0x00004A04,?,0x00004A04,?
.bss,OBJECT,bleClock_t,20,0x200022C8,?,-,-
.text,FUNC,gapProcessDisconnectCompleteEvt,158,0x00004390,?,0x00004390,?
.text,FUNC,leftshift_onebit,36,0x0000A486,?,0x0000A486,?
.highcode,FUNC,Main_Circulation,8,0x200003C6,?,0x000003CA,?
.bss,OBJECT,pfnConnectEventCBs,4,0x20001330,?,-,-
.bss,OBJECT,fnGetClockCBs,4,0x2000129C,?,-,-
.text,FUNC,BLE_LibInit,214,0x00002F9E,?,0x00002F9E,?
.text,FUNC,API_ReadBDADDRCmd,32,0x0000F47A,?,0x0000F47A,?
.text,FUNC,LL_CoreInit,20,0x0000C40E,?,0x0000C40E,?
.bss,OBJECT,MemCtlStart,4,0x20001288,?,-,-
.text,FUNC,ATT_ParseReadByTypeReq,70,0x00003D0C,?,0x00003D0C,?
.text,FUNC,LL_LtkReqNegReply,62,0x0000F9E8,?,0x0000F9E8,?
.highcode,FUNC,ll_rx_start,114,0x2000087E,?,0x00000882,?
.text,FUNC,ll_get_sca_own,70,0x00003134,?,0x00003134,?
.text,FUNC,smNextPairingState,62,0x00008F6A,?,0x00008F6A,?
.text,FUNC,ll_get_sca_divisor,64,0x000030F4,?,0x000030F4,?
.text,FUNC,L2CAP_GetMTU,6,0x00008030,?,0x00008030,?
.text,FUNC,HOST_LE_ConnectionCompleteEvent,92,0x0000A974,?,0x0000A974,?
.highcode,FUNC,RTC_IRQHandler,22,0x200000BA,?,0x000000BE,?
.text,FUNC,ATT_BuildFindInfoRsp,30,0x00003B38,?,0x00003B38,?
.data,OBJECT,primaryServiceUUID,2,0x2000121C,?,0x00016638,?
.text,FUNC,API_LE_ReadBufSizeCmd,32,0x0000F4C8,?,0x0000F4C8,?
.text,FUNC,GATT_InitServer,232,0x00007B34,?,0x00007B34,?
.text,FUNC,ll_advertise_to_connection_state,330,0x0000B2F2,?,0x0000B2F2,?
.bss,OBJECT,pSmGenKey,4,0x20001320,?,-,-
.text,FUNC,API_DisconnectCmd,22,0x0000F462,?,0x0000F462,?
.text,FUNC,LL_CoreDataListFree,46,0x0000C3B0,?,0x0000C3B0,?
.text,FUNC,smPairingSendIdentityAddrInfo,54,0x00009C90,?,0x00009C90,?
.text,FUNC,LL_ProcessTMOSReportMsg,314,0x0000D3FE,?,0x0000D3FE,?
.text,FUNC,GAPBondMgr_LinkTerm,168,0x00010944,?,0x00010944,?
.text,FUNC,L2CAP_ConnParamUpdateReq,22,0x000088E2,?,0x000088E2,?
.text,FUNC,FLASH_ROM_READ,28,0x00001A20,?,0x00001A20,?
.data,OBJECT,g_dataCollectTask,20,0x200010C0,?,0x000164DC,?
.text,FUNC,l2capBuildCmdReject,64,0x00008890,?,0x00008890,?
.text,FUNC,gapSendMakeDiscEvent,72,0x00005870,?,0x00005870,?
.text,FUNC,smPairingSendEncInfo,16,0x00009C80,?,0x00009C80,?
.text,FUNC,HOST_EncryptionChangeEvent,76,0x0000AC9E,?,0x0000AC9E,?
.bss,OBJECT,LSIWakeup_MaxTime,2,0x20001264,?,-,-
.text,FUNC,ATT_BuildReadByTypeRsp,20,0x00003B60,?,0x00003B60,?
.text,FUNC,GATTServApp_RegisterService,106,0x00007A04,?,0x00007A04,?
.text,FUNC,LL_SetExtendedAdvertisingParameters,466,0x0000FAA2,?,0x0000FAA2,?
.text,FUNC,GGS_ParamInit,312,0x000117F6,?,0x000117F6,?
.text,FUNC,HAL_Init,44,0x000014C8,?,0x000014C8,?
.bss,OBJECT,__sf,312,0x20002534,?,-,-
.highcode,FUNC,FLASH_ROM_WAIT,56,0x20000CDC,?,0x00000CE0,?
.text,FUNC,gapRegisterPeripheral,6,0x00004082,?,0x00004082,?
.text,FUNC,UART_Remap,34,0x00001BE0,?,0x00001BE0,?
.text,FUNC,GAPBondMgr_ResolveAddr,278,0x000109EC,?,0x000109EC,?
.text,FUNC,HOST_CommandCompleteEvent,90,0x0000AD28,?,0x0000AD28,?
.text,FUNC,__lshrdi3,42,0x00012348,?,0x00012348,?
.bss,OBJECT,gptrAESReg,4,0x20001338,?,-,-
.text,FUNC,gapL2capConnParamUpdateReq,48,0x000040E6,?,0x000040E6,?
.text,FUNC,GAP_ParamsInit,78,0x00004204,?,0x00004204,?
.text,FUNC,gattServApp_ClearPrepareWriteQ,76,0x0000619C,?,0x0000619C,?
.text,FUNC,RFEND_DevInit,164,0x0000E69E,?,0x0000E69E,?
.bss,OBJECT,gapRole_state,4,0x200013D0,?,-,-
.text,FUNC,gapRegisterPeripheralConn,6,0x00004088,?,0x00004088,?
.text,FUNC,HOST_DisconnectionCompleteEvent,70,0x0000AC58,?,0x0000AC58,?
.text,FUNC,API_MD_DisconnectCmd,2,0x0000F478,?,0x0000F478,?
.text,FUNC,gattFindService,26,0x00006334,?,0x00006334,?
.text,FUNC,ATT_BuildReadByGrpTypeRsp,20,0x00003B80,?,0x00003B80,?
.text,FUNC,GAP_RegisterForMsgs,6,0x00004A54,?,0x00004A54,?
.text,FUNC,ATT_ReadByGrpTypeRsp,64,0x00003E5C,?,0x00003E5C,?
.text,FUNC,padding,44,0x0000A4AA,?,0x0000A4AA,?
.text,FUNC,linkDB_NeedSendKey,62,0x00008DF4,?,0x00008DF4,?
.text,FUNC,dataCollectTask_start,12,0x0000202E,?,0x0000202E,?
.text,FUNC,GAP_SecParamsInit,138,0x0000417A,?,0x0000417A,?
.text,FUNC,l2capSendPkt,48,0x00008834,?,0x00008834,?
.bss,OBJECT,msg_qHead,4,0x2000128C,?,-,-
.text,FUNC,GATT_Notification,116,0x00006CC4,?,0x00006CC4,?
.text,FUNC,ATT_RegisterServer,6,0x0000393C,?,0x0000393C,?
.text,FUNC,LL_ConnectFlowcontrolTx,32,0x0000B9D4,?,0x0000B9D4,?
.text,OBJECT,const_Rb,16,0x000149E0,?,0x000149E0,?
.text,FUNC,API_LE_SetExtendedAdvertisingDataCmd,32,0x0000F678,?,0x0000F678,?
.text,FUNC,GAP_Authenticate,168,0x000048E8,?,0x000048E8,?
.text,FUNC,LL_SetPHY,88,0x0000FA4A,?,0x0000FA4A,?
.text,FUNC,smResponderProcessLTKReq,304,0x00009F2E,?,0x00009F2E,?
.text,FUNC,ATT_HandleValueNoti,48,0x00003F52,?,0x00003F52,?
.text,FUNC,GATTServApp_ReadCharCfg,22,0x00006038,?,0x00006038,?
.text,FUNC,GATT_FindNextAttr,168,0x00006E82,?,0x00006E82,?
.text,FUNC,API_LE_LtkReqNegReplyCmd,40,0x0000F56C,?,0x0000F56C,?
.text,FUNC,__sfputs_r,66,0x00013A1E,?,0x00013A1E,?
.text,FUNC,ll_process_after_connect_event,708,0x0000BEFE,?,0x0000BEFE,?
.text,FUNC,L2CAP_SendData,128,0x000086C4,?,0x000086C4,?
.text,FUNC,l2capEncapSendData,142,0x000085D4,?,0x000085D4,?
.text,FUNC,memchr,24,0x00014436,?,0x00014436,?
.text,FUNC,linkDB_Remove,72,0x00008B4C,?,0x00008B4C,?
.text,FUNC,gattStopTimer,38,0x00005B32,?,0x00005B32,?
.text,FUNC,LL_LengthReq,108,0x0000D018,?,0x0000D018,?
.text,FUNC,_free_r,158,0x000137E8,?,0x000137E8,?
.data,OBJECT,simpleProfileServUUID,2,0x200011F4,?,0x00016610,?
.data,OBJECT,gapBond_Auto,1,0x200011A6,?,0x000165C2,?
.text,FUNC,attSendMsg,178,0x00003A24,?,0x00003A24,?
.bss,OBJECT,l2capId,1,0x20001316,?,-,-
.text,FUNC,gattNotifyEvent,130,0x00005A78,?,0x00005A78,?
.text,FUNC,API_LE_RemoteConnParamReqNegReplyCmd,42,0x0000F5BE,?,0x0000F5BE,?
.text,FUNC,GAPRole_SetParameter,444,0x00011FC2,?,0x00011FC2,?
.text,FUNC,GATTServApp_SendServiceChangedInd,52,0x00006168,?,0x00006168,?
.text,FUNC,gattServApp_WriteAttrCB,44,0x000060DC,?,0x000060DC,?
.text,FUNC,ATT_BuildReadMultiRsp,4,0x00003B7C,?,0x00003B7C,?
.text,FUNC,API_LE_SetDefaultPHYCmd,32,0x0000F5E8,?,0x0000F5E8,?
.text,FUNC,GATT_FindHandleUUID,136,0x00006A26,?,0x00006A26,?
.text,FUNC,HOST_LE_ScanRequestReceivedEvent,102,0x0000ABF2,?,0x0000ABF2,?
.text,FUNC,ATT_ParseReadBlobReq,4,0x00003DD8,?,0x00003DD8,?
.text,FUNC,simpleProfile_Notify,64,0x0000125C,?,0x0000125C,?
.text,FUNC,GAPRole_PeripheralProcessEvent,198,0x00011C6A,?,0x00011C6A,?
.text,FUNC,llAdvertiseSet,198,0x0000B5AE,?,0x0000B5AE,?
.text,FUNC,_lseek,12,0x000145AA,?,0x000145AA,?
.bss,OBJECT,attServerNotifyTxCB,4,0x200012B0,?,-,-
.text,FUNC,LL_WhitelistInit,18,0x0000E236,?,0x0000E236,?
.text,FUNC,linkDB_PeripheralLinkNum,56,0x00008C58,?,0x00008C58,?
.bss,OBJECT,linkCBs,24,0x200023C0,?,-,-
.text,FUNC,BLE_IPCoreInit,124,0x0000E622,?,0x0000E622,?
.text,FUNC,API_LE_AddWhiteListCmd,30,0x0000F506,?,0x0000F506,?
.text,FUNC,LL_PHYRsp,88,0x0000D15A,?,0x0000D15A,?
.text,FUNC,GAP_TerminateAuth,42,0x00004DE2,?,0x00004DE2,?
.text,FUNC,smpBuildSecurityReq,22,0x00009BD8,?,0x00009BD8,?
.text,FUNC,AES_DevAESEnc,376,0x0000E248,?,0x0000E248,?
.text,FUNC,gapSendDeviceInitDoneEvent,112,0x000046D4,?,0x000046D4,?
.text,FUNC,SM_GenerateAuthenSig,210,0x00009520,?,0x00009520,?
.text,FUNC,tmos_msg_allocate,98,0x0000280A,?,0x0000280A,?
.data,OBJECT,serviceChangedUUID,2,0x200011F8,?,0x00016614,?
.text,FUNC,L2CAP_RegisterApp,42,0x00008038,?,0x00008038,?
.text,FUNC,smPairingSendIdentityInfo,16,0x00009CC6,?,0x00009CC6,?
.text,FUNC,linkDB_Role,22,0x00008B94,?,0x00008B94,?
.text,FUNC,tmos_memdup,86,0x00002A04,?,0x00002A04,?
.text,FUNC,LL_StartEncReq,26,0x0000CD92,?,0x0000CD92,?
.text,FUNC,AES_DevPktDec,98,0x0000E454,?,0x0000E454,?
.text,FUNC,l2capParsePacket,96,0x0000825E,?,0x0000825E,?
.text,FUNC,GATT_Init,38,0x00005D98,?,0x00005D98,?
.bss,OBJECT,gapParams,28,0x200022F4,?,-,-
.text,FUNC,GAP_GetAdvertisingAdvData,34,0x000057AE,?,0x000057AE,?
.bss,OBJECT,EventsArr,4,0x200012A4,?,-,-
.text,FUNC,smpBuildPairingFailed,22,0x00009BC2,?,0x00009BC2,?
.text,FUNC,GAPBondMgr_ProcessEvent,380,0x000113C2,?,0x000113C2,?
.text,FUNC,LL_ConnectionParamRsp,150,0x0000CF62,?,0x0000CF62,?
.text,FUNC,HOST_NumberOfCompletedPacketsEvent,64,0x0000AE04,?,0x0000AE04,?
.text,FUNC,gapSendPairingReqEvent,170,0x0000462A,?,0x0000462A,?
.bss,OBJECT,gapRole_AdvDirectType,1,0x200013CA,?,-,-
.text,FUNC,l2capStoreFCPkt,42,0x000085AA,?,0x000085AA,?
.text,FUNC,API_LE_SetPHYCmd,30,0x0000F608,?,0x0000F608,?
.text,FUNC,ble_ll_common_rand8,44,0x0000317A,?,0x0000317A,?
.text,FUNC,sm_s1,130,0x0000A770,?,0x0000A770,?
.text,FUNC,gattServApp_HandleConnStatusCB,110,0x00007AC6,?,0x00007AC6,?
.text,FUNC,_close_r,42,0x0001444E,?,0x0001444E,?
.highcode,FUNC,LLE_DevSetMode,150,0x20000B8C,?,0x00000B90,?
.text,FUNC,l2capSendReq,102,0x000087CE,?,0x000087CE,?
.text,FUNC,gapSendBondCompleteEvent,112,0x000045BA,?,0x000045BA,?
.bss,OBJECT,gptrRFENDReg,4,0x20001368,?,-,-
.text,FUNC,ATT_ReadBlobRsp,48,0x00003DDC,?,0x00003DDC,?
.bss,OBJECT,gapRole_signCounter,4,0x200013B8,?,-,-
.text,FUNC,llAdvertiseCreateCore,96,0x0000B1E8,?,0x0000B1E8,?
.highcode,FUNC,SetSysClock,622,0x200000D0,?,0x000000D4,?
.bss,OBJECT,l2capNumRecvDataPkts,1,0x20001317,?,-,-
.highcode,FUNC,LL_WhitelistLookup,68,0x2000078E,?,0x00000792,?
.bss,OBJECT,gBleLlPara,88,0x200023D8,?,-,-
.text,FUNC,__swsetup_r,186,0x0001371E,?,0x0001371E,?
.text,FUNC,LL_HopInit,84,0x0000C46E,?,0x0000C46E,?
.text,FUNC,gattServApp_ProcessReadByGrpTypeReq,462,0x000075E4,?,0x000075E4,?
.highcode,FUNC,FLASH_CMD_GET_UNIQUE_ID,62,0x20000ED8,?,0x00000EDC,?
.text,FUNC,SimpleProfile_SetParameter,122,0x000011E2,?,0x000011E2,?
.text,FUNC,__divdf3,1244,0x00012BDE,?,0x00012BDE,?
.text,FUNC,ATT_ParseReadMultiReq,24,0x00003E0C,?,0x00003E0C,?
.text,FUNC,LL_UnknowRsp,28,0x0000CDC6,?,0x0000CDC6,?
.highcode,FUNC,FLASH_CMD_ROM_PWR,18,0x20000E6C,?,0x00000E70,?
.bss,OBJECT,gapRole_MaxConnInterval,2,0x200013BC,?,-,-
.text,FUNC,ll_advertise_event_closed,96,0x0000B4A4,?,0x0000B4A4,?
.text,FUNC,GAP_L2capConnParamUpdateReq,22,0x00004D3A,?,0x00004D3A,?
.bss,OBJECT,gapRole_IRK,16,0x20002524,?,-,-
.text,FUNC,HOST_LE_RemoteConnectionParameterRequestEvent,66,0x0000AACE,?,0x0000AACE,?
.text,FUNC,__muldf3,1056,0x000130BA,?,0x000130BA,?
.text,FUNC,gapPairingCompleteCB,454,0x00004A5E,?,0x00004A5E,?
.text,FUNC,__sread,42,0x00014390,?,0x00014390,?
.text,FUNC,LL_ReportGenerateEvent,70,0x0000D538,?,0x0000D538,?
.text,FUNC,__malloc_lock,2,0x000139F2,?,0x000139F2,?
.text,FUNC,llSlaveStartEvent,278,0x0000DFF8,?,0x0000DFF8,?
.text,FUNC,HOST_RemoteConnectionParameterRequestEvent,72,0x0000AB10,?,0x0000AB10,?
.bss,OBJECT,MEM_BUF,3584,0x20001474,?,-,-
.text,FUNC,smPairingSendMasterID,54,0x00009CD6,?,0x00009CD6,?
.text,FUNC,_fflush_r,56,0x0001410E,?,0x0001410E,?
.text,FUNC,tmos_memory_getlen,28,0x000026EE,?,0x000026EE,?
.text,FUNC,GAPRole_BroadcasterSetCB,6,0x0001217E,?,0x0001217E,?
.text,FUNC,LL_ConnectEventRegister,6,0x0000B75E,?,0x0000B75E,?
.text,FUNC,GATT_AppCompletedMsg,40,0x00005B58,?,0x00005B58,?
.bss,OBJECT,gCfoVal,2,0x20001342,?,-,-
.text,FUNC,gapProcessConnEvt,52,0x0000435C,?,0x0000435C,?
.highcode,FUNC,tmos_memcmp,76,0x20000540,?,0x00000544,?
.text,FUNC,memset,16,0x00000FEE,?,0x00000FEE,?
.bss,OBJECT,gptrLLEReg,4,0x20001358,?,-,-
.text,FUNC,main,200,0x00002626,?,0x00002626,?
.text,OBJECT,funcArr,64,0x00014A54,?,0x00014A54,?
.text,FUNC,LL_TerminateInd,36,0x0000CD1E,?,0x0000CD1E,?
